info @storybook/react v6.4.18
info 
info => Cleaning outputDir: /tmp/chromatic--6523-7h3Kklk0z3Jf
info => Loading presets
info => Copying static files: /home/gohan/react/taskbox/public at /tmp/chromatic--6523-7h3Kklk0z3Jf/
info => Compiling manager..
info => Compiling preview..
info => Loading Webpack configuration from `node_modules/react-scripts`
info => Removing existing JavaScript and TypeScript rules.
info => Modifying Create React App rules.
info => Using default Webpack4 setup
<s> [webpack.Progress] 0% compiling
<s> [webpack.Progress] 10% building 0/0 modules 0 active 
<s> [webpack.Progress] 10% building 0/1 modules 1 active multi /home/gohan/react/taskbox/node_modules/@storybook/core-server/node_modules/@storybook/core-client/dist/esm/globals/polyfills.js /home/gohan/react/taskbox/node_modules/@storybook/core-server/node_modules/@storybook/core-client/dist/esm/globals/globals.js /home/gohan/react/taskbox/storybook-init-framework-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/dist/esm/frameworks/common/config.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/dist/esm/frameworks/react/config.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/react/dist/esm/client/preview/config-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-links/dist/esm/preset/addDecorator.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-actions/dist/esm/preset/addDecorator.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-actions/dist/esm/preset/addArgs.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-backgrounds/dist/esm/preset/addDecorator.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-backgrounds/dist/esm/preset/addParameter.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-measure/dist/esm/preset/addDecorator.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-outline/dist/esm/preset/addDecorator.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-interactions/dist/esm/preset/argsEnhancers.js-generated-config-entry.js /home/gohan/react/taskbox/.storybook/preview.js-generated-config-entry.js /home/gohan/react/taskbox/generated-stories-entry.js
<s> [webpack.Progress] 10% building 1/1 modules 0 active 
<s> [webpack.Progress] 68% building 1111/1134 modules 23 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_castPath.js
<s> [webpack.Progress] 68% building 1112/1134 modules 22 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_castPath.js
<s> [webpack.Progress] 68% building 1112/1135 modules 23 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/identity.js
<s> [webpack.Progress] 68% building 1112/1136 modules 24 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_baseMatchesProperty.js
<s> [webpack.Progress] 68% building 1112/1137 modules 25 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_stackClear.js
<s> [webpack.Progress] 68% building 1112/1138 modules 26 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_isMasked.js
<s> [webpack.Progress] 68% building 1113/1138 modules 25 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_isMasked.js
<s> [webpack.Progress] 68% building 1114/1138 modules 24 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_isMasked.js
<s> [webpack.Progress] 68% building 1114/1139 modules 25 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_hashClear.js
<s> [webpack.Progress] 68% building 1114/1140 modules 26 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_hashSet.js
<s> [webpack.Progress] 68% building 1115/1140 modules 25 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_hashSet.js
<s> [webpack.Progress] 68% building 1115/1141 modules 26 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_hashHas.js
<s> [webpack.Progress] 68% building 1115/1142 modules 27 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_hashGet.js
<s> [webpack.Progress] 68% building 1115/1143 modules 28 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_hashDelete.js
<s> [webpack.Progress] 68% building 1116/1143 modules 27 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_hashDelete.js
<s> [webpack.Progress] 68% building 1116/1144 modules 28 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_isKeyable.js
<s> [webpack.Progress] 68% building 1117/1144 modules 27 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_isKeyable.js
<s> [webpack.Progress] 68% building 1118/1144 modules 26 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_isKeyable.js
<s> [webpack.Progress] 68% building 1119/1144 modules 25 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_isKeyable.js
<s> [webpack.Progress] 68% building 1119/1145 modules 26 active /home/gohan/react/taskbox/node_modules/@storybook/store/dist/esm/hooks.js
<s> [webpack.Progress] 68% building 1120/1145 modules 25 active /home/gohan/react/taskbox/node_modules/@storybook/store/dist/esm/hooks.js
<s> [webpack.Progress] 68% building 1120/1146 modules 26 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_getTag.js
<s> [webpack.Progress] 68% building 1120/1147 modules 27 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_equalObjects.js
<s> [webpack.Progress] 68% building 1120/1148 modules 28 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_equalByTag.js
<s> [webpack.Progress] 68% building 1120/1149 modules 29 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_equalArrays.js
<s> [webpack.Progress] 68% building 1120/1150 modules 30 active /home/gohan/react/taskbox/node_modules/@storybook/store/dist/esm/prepareStory.js
<s> [webpack.Progress] 68% building 1121/1150 modules 29 active /home/gohan/react/taskbox/node_modules/@storybook/store/dist/esm/prepareStory.js
<s> [webpack.Progress] 68% building 1122/1150 modules 28 active /home/gohan/react/taskbox/node_modules/@storybook/store/dist/esm/prepareStory.js
<s> [webpack.Progress] 68% building 1122/1151 modules 29 active /home/gohan/react/taskbox/node_modules/hastscript/factory.js
<s> [webpack.Progress] 68% building 1122/1152 modules 30 active /home/gohan/react/taskbox/node_modules/@storybook/store/dist/esm/processCSFFile.js
<s> [webpack.Progress] 68% building 1122/1153 modules 31 active /home/gohan/react/taskbox/node_modules/@storybook/store/dist/esm/GlobalsStore.js
<s> [webpack.Progress] 68% building 1122/1154 modules 32 active /home/gohan/react/taskbox/node_modules/@storybook/store/dist/esm/ArgsStore.js
<s> [webpack.Progress] 68% building 1123/1154 modules 31 active /home/gohan/react/taskbox/node_modules/@storybook/store/dist/esm/ArgsStore.js
<s> [webpack.Progress] 68% building 1124/1154 modules 30 active /home/gohan/react/taskbox/node_modules/@storybook/store/dist/esm/ArgsStore.js
<s> [webpack.Progress] 68% building 1125/1154 modules 29 active /home/gohan/react/taskbox/node_modules/@storybook/store/dist/esm/ArgsStore.js
<s> [webpack.Progress] 68% building 1125/1155 modules 30 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_coreJsData.js
<s> [webpack.Progress] 68% building 1126/1155 modules 29 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_coreJsData.js
<s> [webpack.Progress] 68% building 1126/1156 modules 30 active /home/gohan/react/taskbox/node_modules/@storybook/store/dist/esm/StoryIndexStore.js
<s> [webpack.Progress] 68% building 1127/1156 modules 29 active /home/gohan/react/taskbox/node_modules/@storybook/store/dist/esm/StoryIndexStore.js
<s> [webpack.Progress] 68% building 1128/1156 modules 28 active /home/gohan/react/taskbox/node_modules/@storybook/store/dist/esm/StoryIndexStore.js
<s> [webpack.Progress] 68% building 1129/1156 modules 27 active /home/gohan/react/taskbox/node_modules/@storybook/store/dist/esm/StoryIndexStore.js
<s> [webpack.Progress] 68% building 1130/1156 modules 26 active /home/gohan/react/taskbox/node_modules/@storybook/store/dist/esm/StoryIndexStore.js
<s> [webpack.Progress] 68% building 1131/1156 modules 25 active /home/gohan/react/taskbox/node_modules/@storybook/store/dist/esm/StoryIndexStore.js
<s> [webpack.Progress] 68% building 1132/1156 modules 24 active /home/gohan/react/taskbox/node_modules/@storybook/store/dist/esm/StoryIndexStore.js
<s> [webpack.Progress] 68% building 1133/1156 modules 23 active /home/gohan/react/taskbox/node_modules/@storybook/store/dist/esm/StoryIndexStore.js
<s> [webpack.Progress] 68% building 1134/1156 modules 22 active /home/gohan/react/taskbox/node_modules/@storybook/store/dist/esm/StoryIndexStore.js
<s> [webpack.Progress] 68% building 1135/1156 modules 21 active /home/gohan/react/taskbox/node_modules/@storybook/store/dist/esm/StoryIndexStore.js
<s> [webpack.Progress] 68% building 1136/1156 modules 20 active /home/gohan/react/taskbox/node_modules/@storybook/store/dist/esm/StoryIndexStore.js
<s> [webpack.Progress] 68% building 1136/1157 modules 21 active /home/gohan/react/taskbox/node_modules/@storybook/store/node_modules/lodash/pick.js
<s> [webpack.Progress] 68% building 1137/1157 modules 20 active /home/gohan/react/taskbox/node_modules/@storybook/store/node_modules/lodash/pick.js
<s> [webpack.Progress] 69% building 1138/1157 modules 19 active /home/gohan/react/taskbox/node_modules/@storybook/store/node_modules/lodash/pick.js
<s> [webpack.Progress] 69% building 1139/1157 modules 18 active /home/gohan/react/taskbox/node_modules/@storybook/store/node_modules/lodash/pick.js
<s> [webpack.Progress] 69% building 1140/1157 modules 17 active /home/gohan/react/taskbox/node_modules/@storybook/store/node_modules/lodash/pick.js
<s> [webpack.Progress] 69% building 1140/1158 modules 18 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_overArg.js
<s> [webpack.Progress] 69% building 1141/1158 modules 17 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_overArg.js
<s> [webpack.Progress] 69% building 1142/1158 modules 16 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_overArg.js
<s> [webpack.Progress] 69% building 1143/1158 modules 15 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_overArg.js
<s> [webpack.Progress] 69% building 1143/1159 modules 16 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_baseIsTypedArray.js
<s> [webpack.Progress] 69% building 1143/1160 modules 17 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_nodeUtil.js
<s> [webpack.Progress] 69% building 1144/1160 modules 16 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_nodeUtil.js
<s> [webpack.Progress] 69% building 1144/1161 modules 17 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_baseUnary.js
<s> [webpack.Progress] 69% building 1144/1162 modules 18 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_root.js
<s> [webpack.Progress] 69% building 1144/1163 modules 19 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_baseIsArguments.js
<s> [webpack.Progress] 68% building 1144/1164 modules 20 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/stubFalse.js
<s> [webpack.Progress] 69% building 1145/1164 modules 19 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/stubFalse.js
<s> [webpack.Progress] 69% building 1146/1164 modules 18 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/stubFalse.js
<s> [webpack.Progress] 69% building 1146/1165 modules 19 active /home/gohan/react/taskbox/node_modules/qs/lib/parse.js
<s> [webpack.Progress] 69% building 1147/1165 modules 18 active /home/gohan/react/taskbox/node_modules/qs/lib/parse.js
<s> [webpack.Progress] 69% building 1147/1166 modules 19 active /home/gohan/react/taskbox/node_modules/@storybook/csf/dist/story.js
<s> [webpack.Progress] 68% building 1147/1167 modules 20 active /home/gohan/react/taskbox/node_modules/airbnb-js-shims/target/es2016.js
<s> [webpack.Progress] 69% building 1148/1167 modules 19 active /home/gohan/react/taskbox/node_modules/airbnb-js-shims/target/es2016.js
<s> [webpack.Progress] 69% building 1149/1167 modules 18 active /home/gohan/react/taskbox/node_modules/airbnb-js-shims/target/es2016.js
<s> [webpack.Progress] 69% building 1150/1167 modules 17 active /home/gohan/react/taskbox/node_modules/airbnb-js-shims/target/es2016.js
<s> [webpack.Progress] 69% building 1151/1167 modules 16 active /home/gohan/react/taskbox/node_modules/airbnb-js-shims/target/es2016.js
<s> [webpack.Progress] 69% building 1152/1167 modules 15 active /home/gohan/react/taskbox/node_modules/airbnb-js-shims/target/es2016.js
<s> [webpack.Progress] 69% building 1153/1167 modules 14 active /home/gohan/react/taskbox/node_modules/airbnb-js-shims/target/es2016.js
<s> [webpack.Progress] 69% building 1154/1167 modules 13 active /home/gohan/react/taskbox/node_modules/airbnb-js-shims/target/es2016.js
<s> [webpack.Progress] 69% building 1154/1168 modules 14 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.object.get-own-property-descriptor.js
<s> [webpack.Progress] 69% building 1155/1168 modules 13 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.object.get-own-property-descriptor.js
<s> [webpack.Progress] 69% building 1156/1168 modules 12 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.object.get-own-property-descriptor.js
<s> [webpack.Progress] 69% building 1156/1169 modules 13 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.object.get-own-property-descriptors.js
<s> [webpack.Progress] 69% building 1156/1170 modules 14 active /home/gohan/react/taskbox/node_modules/character-entities-legacy/index.json
<s> [webpack.Progress] 69% building 1156/1171 modules 15 active /home/gohan/react/taskbox/node_modules/property-information/html.js
<s> [webpack.Progress] 69% building 1157/1171 modules 14 active /home/gohan/react/taskbox/node_modules/property-information/html.js
<s> [webpack.Progress] 69% building 1158/1171 modules 13 active /home/gohan/react/taskbox/node_modules/property-information/html.js
<s> [webpack.Progress] 69% building 1159/1171 modules 12 active /home/gohan/react/taskbox/node_modules/property-information/html.js
<s> [webpack.Progress] 69% building 1160/1171 modules 11 active /home/gohan/react/taskbox/node_modules/property-information/html.js
<s> [webpack.Progress] 69% building 1161/1171 modules 10 active /home/gohan/react/taskbox/node_modules/property-information/html.js
<s> [webpack.Progress] 69% building 1161/1172 modules 11 active /home/gohan/react/taskbox/node_modules/character-reference-invalid/index.json
<s> [webpack.Progress] 69% building 1162/1172 modules 10 active /home/gohan/react/taskbox/node_modules/character-reference-invalid/index.json
<s> [webpack.Progress] 69% building 1163/1172 modules 9 active /home/gohan/react/taskbox/node_modules/character-reference-invalid/index.json
<s> [webpack.Progress] 69% building 1164/1172 modules 8 active /home/gohan/react/taskbox/node_modules/character-reference-invalid/index.json
<s> [webpack.Progress] 69% building 1165/1172 modules 7 active /home/gohan/react/taskbox/node_modules/character-reference-invalid/index.json
<s> [webpack.Progress] 69% building 1165/1173 modules 8 active /home/gohan/react/taskbox/node_modules/@storybook/store/node_modules/lodash/_nativeCreate.js
<s> [webpack.Progress] 69% building 1166/1173 modules 7 active /home/gohan/react/taskbox/node_modules/@storybook/store/node_modules/lodash/_nativeCreate.js
<s> [webpack.Progress] 69% building 1167/1173 modules 6 active /home/gohan/react/taskbox/node_modules/@storybook/store/node_modules/lodash/_nativeCreate.js
<s> [webpack.Progress] 69% building 1168/1173 modules 5 active /home/gohan/react/taskbox/node_modules/@storybook/store/node_modules/lodash/_nativeCreate.js
<s> [webpack.Progress] 69% building 1169/1173 modules 4 active /home/gohan/react/taskbox/node_modules/@storybook/store/node_modules/lodash/_nativeCreate.js
<s> [webpack.Progress] 69% building 1170/1173 modules 3 active /home/gohan/react/taskbox/node_modules/@storybook/store/node_modules/lodash/_nativeCreate.js
<s> [webpack.Progress] 69% building 1171/1173 modules 2 active /home/gohan/react/taskbox/node_modules/@storybook/store/node_modules/lodash/_nativeCreate.js
<s> [webpack.Progress] 69% building 1172/1173 modules 1 active /home/gohan/react/taskbox/node_modules/@storybook/store/node_modules/lodash/_nativeCreate.js
<s> [webpack.Progress] 70% building 1173/1173 modules 0 active 
<s> [webpack.Progress] 69% building 1173/1174 modules 1 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_listCacheClear.js
<s> [webpack.Progress] 69% building 1173/1175 modules 2 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_MapCache.js
<s> [webpack.Progress] 69% building 1173/1176 modules 3 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_Map.js
<s> [webpack.Progress] 69% building 1173/1177 modules 4 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_listCacheSet.js
<s> [webpack.Progress] 69% building 1173/1178 modules 5 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_listCacheHas.js
<s> [webpack.Progress] 69% building 1173/1179 modules 6 active /home/gohan/react/taskbox/node_modules/function.prototype.name/shim.js
<s> [webpack.Progress] 69% building 1173/1180 modules 7 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_Symbol.js
<s> [webpack.Progress] 69% building 1173/1181 modules 8 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_toKey.js
<s> [webpack.Progress] 69% building 1173/1182 modules 9 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/toString.js
<s> [webpack.Progress] 69% building 1173/1183 modules 10 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_baseUniq.js
<s> [webpack.Progress] 69% building 1173/1184 modules 11 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_baseIsMatch.js
<s> [webpack.Progress] 69% building 1173/1185 modules 12 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_baseProperty.js
<s> [webpack.Progress] 69% building 1173/1186 modules 13 active /home/gohan/react/taskbox/node_modules/react-redux/es/connect/mergeProps.js
<s> [webpack.Progress] 69% building 1173/1187 modules 14 active /home/gohan/react/taskbox/node_modules/react-redux/es/connect/mapStateToProps.js
<s> [webpack.Progress] 69% building 1173/1188 modules 15 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/toString.js
<s> [webpack.Progress] 69% building 1173/1189 modules 16 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_stringToPath.js
<s> [webpack.Progress] 69% building 1173/1190 modules 17 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_baseIsEqual.js
<s> [webpack.Progress] 69% building 1173/1191 modules 18 active /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/node_modules/lodash/_coreJsData.js
<s> [webpack.Progress] 69% building 1173/1192 modules 19 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_nativeCreate.js
<s> [webpack.Progress] 68% building 1173/1193 modules 20 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_matchesStrictComparable.js
<s> [webpack.Progress] 68% building 1173/1194 modules 21 active /home/gohan/react/taskbox/node_modules/@storybook/components/node_modules/lodash/_isStrictComparable.js
